service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773320,0,0,0,0,0,0,0,20191101,20191110
2773322,0,0,0,0,0,0,0,20190801,20190829
2773321,0,0,0,0,0,0,0,20190605,20191030
12773322,0,0,0,0,0,0,0,20190802,20190830
12773323,0,0,0,0,0,0,0,20191001,20191204
12773325,0,0,0,0,0,0,0,20190702,20190801
12773320,0,0,0,0,0,0,0,20191102,20191111
12773321,0,0,0,0,0,0,0,20190606,20191031
12773327,0,0,0,0,0,0,0,20190929,20191201
2773318,0,0,0,0,0,0,0,20190610,20190922
12773328,0,0,0,0,0,0,0,20190609,20190922
2773319,0,0,0,0,0,0,0,20190929,20191201
12773329,0,0,0,0,0,0,0,20190608,20191101
2773328,0,0,0,0,0,0,0,20190608,20190921
2773327,0,0,0,0,0,0,0,20190928,20191130
2773329,0,0,0,0,0,0,0,20190607,20191031
2773323,0,0,0,0,0,0,0,20190930,20191203
2773325,0,0,0,0,0,0,0,20190701,20190731
12773331,0,0,0,0,0,0,0,20191005,20191130
12773332,0,0,0,0,0,0,0,20190706,20190727
12773330,0,0,0,0,0,0,0,20190803,20190831
2773330,0,0,0,0,0,0,0,20190802,20190830
2773331,0,0,0,0,0,0,0,20191004,20191129
12773319,0,0,0,0,0,0,0,20190930,20191202
2773332,0,0,0,0,0,0,0,20190705,20190726
12773318,0,0,0,0,0,0,0,20190611,20190923
