service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773358,0,0,0,0,0,0,0,20190705,20190726
2773357,0,0,0,0,0,0,0,20190802,20190830
2773356,0,0,0,0,0,0,0,20191004,20191129
12773346,0,0,0,0,0,0,0,20190611,20190923
12773347,0,0,0,0,0,0,0,20190930,20191202
12773348,0,0,0,0,0,0,0,20191102,20191111
12773349,0,0,0,0,0,0,0,20190702,20190801
2773346,0,0,0,0,0,0,0,20190610,20190922
12773350,0,0,0,0,0,0,0,20191001,20191204
2773348,0,0,0,0,0,0,0,20191101,20191110
2773347,0,0,0,0,0,0,0,20190929,20191201
2773349,0,0,0,0,0,0,0,20190701,20190731
12773357,0,0,0,0,0,0,0,20190803,20190831
12773358,0,0,0,0,0,0,0,20190706,20190727
2773350,0,0,0,0,0,0,0,20190930,20191203
12773355,0,0,0,0,0,0,0,20190608,20191101
12773356,0,0,0,0,0,0,0,20191005,20191130
2773351,0,0,0,0,0,0,0,20190605,20191030
2773352,0,0,0,0,0,0,0,20190801,20190829
12773353,0,0,0,0,0,0,0,20190609,20190922
2773353,0,0,0,0,0,0,0,20190608,20190921
12773354,0,0,0,0,0,0,0,20190929,20191201
2773354,0,0,0,0,0,0,0,20190928,20191130
12773351,0,0,0,0,0,0,0,20190606,20191031
2773355,0,0,0,0,0,0,0,20190607,20191031
12773352,0,0,0,0,0,0,0,20190802,20190830
