service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773279,0,0,0,0,0,0,0,20190609,20191110
12773278,0,0,0,0,0,0,0,20190611,20191202
12773279,0,0,0,0,0,0,0,20190610,20191111
2773292,0,0,0,0,0,0,0,20190607,20191031
2773290,0,0,0,0,0,0,0,20190719,20190814
2773281,0,0,0,0,0,0,0,20190930,20191203
2773280,0,0,0,0,0,0,0,20190707,20190825
2773285,0,0,0,0,0,0,0,20190605,20191030
12773292,0,0,0,0,0,0,0,20190608,20191101
2773284,0,0,0,0,0,0,0,20190701,20190829
2773283,0,0,0,0,0,0,0,20190715,20190813
2773282,0,0,0,0,0,0,0,20190621,20190621
2773289,0,0,0,0,0,0,0,20191004,20191129
2773288,0,0,0,0,0,0,0,20190705,20190830
2773287,0,0,0,0,0,0,0,20190706,20190824
12773290,0,0,0,0,0,0,0,20190720,20190815
2773286,0,0,0,0,0,0,0,20190608,20191130
12773287,0,0,0,0,0,0,0,20190707,20190825
12773288,0,0,0,0,0,0,0,20190706,20190831
12773285,0,0,0,0,0,0,0,20190606,20191031
12773286,0,0,0,0,0,0,0,20190609,20191201
12773289,0,0,0,0,0,0,0,20191005,20191130
12773280,0,0,0,0,0,0,0,20190708,20190826
12773284,0,0,0,0,0,0,0,20190702,20190830
12773283,0,0,0,0,0,0,0,20190716,20190814
12773282,0,0,0,0,0,0,0,20190622,20190622
2773278,0,0,0,0,0,0,0,20190610,20191201
12773281,0,0,0,0,0,0,0,20191001,20191204
