service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773259,0,0,0,0,0,0,0,20190929,20191201
2773258,0,0,0,0,0,0,0,20190610,20190922
12773259,0,0,0,0,0,0,0,20190930,20191202
12773258,0,0,0,0,0,0,0,20190611,20190923
2773267,0,0,0,0,0,0,0,20190608,20190921
2773266,0,0,0,0,0,0,0,20190928,20191130
2773265,0,0,0,0,0,0,0,20190605,20191030
2773264,0,0,0,0,0,0,0,20190701,20190731
12773271,0,0,0,0,0,0,0,20190608,20191101
2773263,0,0,0,0,0,0,0,20190801,20190829
2773262,0,0,0,0,0,0,0,20190930,20191203
12773270,0,0,0,0,0,0,0,20190706,20190727
2773261,0,0,0,0,0,0,0,20191101,20191110
2773260,0,0,0,0,0,0,0,20190609,20190609
2773268,0,0,0,0,0,0,0,20190802,20190830
2773269,0,0,0,0,0,0,0,20191004,20191129
12773269,0,0,0,0,0,0,0,20191005,20191130
12773268,0,0,0,0,0,0,0,20190803,20190831
12773267,0,0,0,0,0,0,0,20190609,20190922
12773266,0,0,0,0,0,0,0,20190929,20191201
12773265,0,0,0,0,0,0,0,20190606,20191031
12773264,0,0,0,0,0,0,0,20190702,20190801
12773263,0,0,0,0,0,0,0,20190802,20190830
12773261,0,0,0,0,0,0,0,20191102,20191111
12773262,0,0,0,0,0,0,0,20191001,20191204
12773260,0,0,0,0,0,0,0,20190610,20190610
2773270,0,0,0,0,0,0,0,20190705,20190726
2773271,0,0,0,0,0,0,0,20190607,20191031
